freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience, hourly_rate (USD) ,rating,is_active,client_satisfaction
FL250793,Kelly Lawson,Female,20,Spain,Spanish,Artificial Intelligence,1, NA ,3.5,No,71%
FL250794,Keith Smith,Male,26,Australia,English,Data Analysis,5, $100.00 ,2.5,Yes,93%
FL250795,Christopher Hunter,Male,54,United Kingdom,English,DevOps,29, $40.00 ,3.1,Yes,NA
FL250796,Dwayne Parks,Male,53,Russia,Russian,Cybersecurity,12, $100.00 ,4.7,Yes,87%
FL250797,Mary Hall,Female,33,Canada,English,DevOps,4, NA ,1.9,No,73
FL250798,Jake Gilmore,Male,43,Netherlands,Dutch,Web Development,12, NA ,1.6,Yes,74%
FL250799,Mark Lopez,Male,37,Canada,English,DevOps,3, $20.00 ,2.5,No,62%
FL250800,Dana Rice,Female,58,France,French,Data Analysis,15, $20.00 ,3.5,No,98%
FL250801,Beth Young,Female,39,Spain,Spanish,Mobile Apps,15, $50.00 ,NA,No,80%
FL250802,Ryan Powell,Male,43,Turkey,Turkish,Graphic Design,13, $20.00 ,1.2,Yes,69
FL250803,Amanda Fowler,Female,40,Spain,Spanish,Blockchain Development,20, $30.00 ,NA,No,90
FL250804,Lindsay Rivera,Female,51,United Kingdom,English,Machine Learning,30, $75.00 ,NA,Yes,74%
FL250805,Mark Ward,Male,23,Germany,German,Artificial Intelligence,4, $50.00 ,4.5,No,98%
FL250806,Amanda Smith,Female,31,Indonesia,Indonesian,Graphic Design,0, $20.00 ,NA,Yes,84%
FL250807,Emily Brown,Female,44,Russia,Russian,Web Development,3, $20.00 ,5.0,Yes,75%
FL250808,Dwayne Cardenas,Male,56,Germany,German,Mobile Apps,23, $75.00 ,3.9,Yes,NA
FL250809,Dr. Rhonda Hernandez,Female,48,Australia,English,Cybersecurity,5, $100.00 ,1.8,Yes,97%
FL250810,Melody Barker,Female,46,Russia,Russian,Web Development,28, $30.00 ,4.2,Yes,NA
FL250811,Russell Carpenter,Male,21,Egypt,Arabic,Artificial Intelligence,0, $20.00 ,2.6,Yes,64%
FL250812,Richard Hill,Male,52,Russia,Russian,Data Analysis,30, $30.00 ,2.0,Yes,68%
FL250813,Lindsay Potts,Female,39,Russia,Russian,Graphic Design,20, $75.00 ,2.7,Yes,67%
FL250814,Michelle Campbell,Female,31,Australia,English,Mobile Apps,0, $30.00 ,2.3,Yes,79%
FL250815,Alan Williams,Male,22,South Korea,Korean,UI/UX Design,4, $40.00 ,3.8,Yes,100%
FL250816,Robin Hinton,Female,38,United Kingdom,English,UI/UX Design,10, $40.00 ,NA,No,66%
FL250817,Brian Holland,Male,44,Argentina,Spanish,Graphic Design,24, $75.00 ,4.6,Yes,97%
FL250818,Adam Stone,Male,53,Indonesia,Indonesian,Machine Learning,21, $100.00 ,3.4,No,62%
FL250819,Curtis Lambert,Male,22,China,Mandarin,Data Analysis,2, $20.00 ,NA,Yes,NA
FL250820,Alexandra Sims,Female,40,India,Hindi,Blockchain Development,14, $75.00 ,0.0,Yes,79%
FL250821,Brenda Spencer,Female,49,China,Mandarin,Mobile Apps,15, $40.00 ,3.9,No,86%
FL250822,Joshua Bush,Male,30,Australia,English,UI/UX Design,11, $30.00 ,4.2,No,65%
FL250823,Erin Martin,Female,37,Japan,Japanese,Artificial Intelligence,6, $20.00 ,NA,No,99%
FL250824,Alexander Hogan,Male,21,Egypt,Arabic,Graphic Design,2, $100.00 ,3.6,No,85
FL250825,William Harris,Male,20,South Korea,Korean,Artificial Intelligence,1, $50.00 ,NA,Yes,81%
FL250826,Michael Mcmahon,Male,20,China,Mandarin,Data Analysis,2, $40.00 ,2.1,No,64%
FL250827,Michael Watson,Male,20,Argentina,Spanish,Machine Learning,2, $20.00 ,3.9,No,84%
FL250828,Lori Perez,Female,26,Russia,Russian,Machine Learning,2, $40.00 ,0.0,No,66%
FL250829,Lindsay Le,Female,50,South Korea,Korean,Web Development,12, $75.00 ,0.0,No,75
FL250830,Scott Long,Male,50,Spain,Spanish,Artificial Intelligence,28, $30.00 ,1.8,No,NA
FL250831,Diana Ferguson,Female,54,Indonesia,Indonesian,Artificial Intelligence,4, $20.00 ,1.1,Yes,63%
FL250832,Joseph Miller,Male,54,Spain,Spanish,Blockchain Development,3, $20.00 ,1.6,Yes,70%
FL250833,Julia Reid,Female,34,Egypt,Arabic,Machine Learning,4, $30.00 ,3.1,No,90%
FL250834,Samantha Matthews,Female,20,Italy,Italian,DevOps,1, $50.00 ,3.4,Yes,79
FL250835,Brian Bailey,Male,29,Germany,German,Artificial Intelligence,8, $40.00 ,3.1,No,60%
FL250836,Toni Hinton,Female,57,United Kingdom,English,DevOps,11, $75.00 ,2.3,No,NA
FL250837,Robin Ortiz,Female,36,Netherlands,Dutch,Artificial Intelligence,8, $40.00 ,NA,No,80%
FL250838,Adam Griffith,Male,51,South Korea,Korean,Web Development,32, $50.00 ,3.2,No,88
FL250839,Daniel Roberson,Male,44,India,Hindi,UI/UX Design,4, $30.00 ,0.0,No,80%
FL250840,Dale Haynes,Male,58,Spain,Spanish,Cybersecurity,33, $30.00 ,3.3,Yes,71%
FL250841,Emily Scott,Female,38,South Africa,Afrikaans,Mobile Apps,14, NA ,1.1,Yes,76%
FL250842,David Brown,Male,24,United States,English,UI/UX Design,6, $30.00 ,4.6,Yes,93%
FL250843,Stephanie Guzman,Female,30,Turkey,Turkish,Blockchain Development,5, $30.00 ,NA,No,NA
FL250844,Maxwell Johnson,Male,25,Indonesia,Indonesian,Cybersecurity,3, $75.00 ,NA,No,83%
FL250845,Reginald Stephens,Male,54,Indonesia,Indonesian,Mobile Apps,17, $100.00 ,0.0,No,71%
FL250846,Justin Jones,Male,54,Italy,Italian,Cybersecurity,9, $20.00 ,0.0,Yes,96%
FL250847,Kristine Garcia,Female,53,France,French,Graphic Design,16, $40.00 ,0.0,Yes,NA
FL250848,John Nguyen,Male,22,Russia,Russian,Artificial Intelligence,3, $75.00 ,3.4,Yes,65%
FL250849,Anna Fleming,Female,23,Mexico,Spanish,Data Analysis,2, $20.00 ,1.3,No,NA
FL250850,Linda Williamson,Female,47,France,French,Cybersecurity,16, $50.00 ,1.9,No,71%
FL250851,Roy Wilson,Male,24,France,French,Web Development,6, $50.00 ,1.4,Yes,63
FL250852,Jennifer Pierce,Female,57,India,Hindi,UI/UX Design,10, $100.00 ,4.3,No,NA
FL250853,Jason Johnson,Male,48,Spain,Spanish,Graphic Design,16, $30.00 ,NA,Yes,97%
FL250854,Jasmine Lane,Female,21,Turkey,Turkish,UI/UX Design,0, $100.00 ,4.3,No,NA
FL250855,Evan Soto,Male,33,Japan,Japanese,Artificial Intelligence,13, $75.00 ,0.0,Yes,NA
FL250856,Kevin Serrano,Male,41,Turkey,Turkish,DevOps,12, NA ,1.3,No,85%
FL250857,Nathaniel Benson,Male,40,Australia,English,Cybersecurity,13, $50.00 ,2.9,Yes,82%
FL250858,Deanna Miles,Female,40,Mexico,Spanish,Graphic Design,22, $40.00 ,4.3,No,95%
FL250859,Beverly Roy,Female,20,United States,English,Graphic Design,1, NA ,2.7,No,94
FL250860,Heather Saunders,Female,42,Mexico,Spanish,Web Development,0, $50.00 ,4.2,No,96%
FL250861,Nicholas Guerrero,Male,32,Canada,English,Blockchain Development,12, $40.00 ,0.0,Yes,63%
FL250862,Christopher Johnson,Male,60,Japan,Japanese,Artificial Intelligence,0, $20.00 ,2.2,No,60%
FL250863,Steven Flowers,Male,46,Egypt,Arabic,Machine Learning,12, $50.00 ,4.7,Yes,77%
FL250864,Marvin Woods Iii,Male,29,China,Mandarin,DevOps,0, $30.00 ,0.0,No,63%
FL250865,Michelle Cook,Female,39,Brazil,Portuguese,Mobile Apps,18, $20.00 ,2.5,Yes,61%
FL250866,Logan Zamora,Male,55,Russia,Russian,Mobile Apps,2, $50.00 ,3.9,Yes,88%
FL250867,Casey Roberts,Male,55,Turkey,Turkish,Cybersecurity,0, $100.00 ,1.2,Yes,69%
FL250868,Jerry Price,Male,40,Indonesia,Indonesian,Data Analysis,2, $75.00 ,4.5,Yes,NA
FL250869,Kelly Ellis,Female,56,China,Mandarin,UI/UX Design,35, $40.00 ,2.7,Yes,82%
FL250870,Caleb Guerra,Male,57,Mexico,Spanish,Mobile Apps,21, $75.00 ,2.0,No,96%
FL250871,Samantha Norman,Female,56,Russia,Russian,DevOps,3, $40.00 ,1.7,No,71%
FL250872,Sarah Clarke,Female,49,Germany,German,Mobile Apps,24, $75.00 ,3.0,Yes,77%
FL250873,Aaron Blair,Male,26,Spain,Spanish,Blockchain Development,0, $75.00 ,2.1,Yes,NA
FL250874,Courtney Burton,Female,36,South Korea,Korean,UI/UX Design,0, $75.00 ,1.5,No,73%
FL250875,Gerald Taylor,Male,20,Russia,Russian,Web Development,2, $30.00 ,1.7,Yes,60%
FL250876,Mary Ward,Female,40,Spain,Spanish,Artificial Intelligence,0, NA ,1.2,Yes,67%
FL250877,Mrs. Lisa Beard Dvm,Female,30,India,Hindi,Mobile Apps,6, $75.00 ,0.0,No,80%
FL250878,Larry Wallace,Male,51,Australia,English,Graphic Design,21, $20.00 ,NA,Yes,NA
FL250879,Jeremiah Thompson,Male,46,United States,English,UI/UX Design,24, $40.00 ,3.3,Yes,87%
FL250880,Mrs. Jessica Williams Dvm,Female,25,South Korea,Korean,Artificial Intelligence,6, $20.00 ,2.1,Yes,NA
FL250881,Martin Moreno,Male,53,Netherlands,Dutch,Web Development,32, $50.00 ,NA,Yes,NA
FL250882,Yolanda Proctor,Female,50,Egypt,Arabic,Mobile Apps,31, $100.00 ,2.9,Yes,89%
FL250883,Allen Turner,Male,45,South Korea,Korean,Artificial Intelligence,0, $20.00 ,3.3,Yes,93%
FL250884,Beth Huff,Female,48,Canada,English,Cybersecurity,24, $100.00 ,4.8,Yes,84%
FL250885,John Mckinney,Male,30,Indonesia,Indonesian,DevOps,0, $100.00 ,4.5,No,78%
FL250886,Sarah Ho,Female,33,Netherlands,Dutch,UI/UX Design,6, $50.00 ,3.1,Yes,90%
FL250887,Lindsey Wang,Female,50,United Kingdom,English,DevOps,11, NA ,4.9,Yes,88%
FL250888,Margaret Schwartz,Female,24,Indonesia,Indonesian,Data Analysis,0, $20.00 ,0.0,No,76%
FL250889,Kyle Ray,Male,38,Italy,Italian,Web Development,14, $75.00 ,1.5,No,62%
FL250890,Isaac Hebert,Male,56,Japan,Japanese,DevOps,2, $75.00 ,2.4,No,NA
FL250891,Michele Jones,Female,41,Russia,Russian,DevOps,2, $100.00 ,4.5,No,75
FL250892,Austin Allen,Male,41,Italy,Italian,UI/UX Design,11, $100.00 ,2.5,Yes,80
FL250893,Haley Castro,Female,42,Germany,German,Graphic Design,13, $30.00 ,3.3,No,63%
FL250894,David Armstrong,Male,26,India,Hindi,Blockchain Development,7, $75.00 ,3.0,No,84%
FL250895,Wendy Mitchell,Female,44,Canada,English,Cybersecurity,25, $75.00 ,2.7,Yes,78
FL250896,Anthony Hernandez,Male,46,Canada,English,Graphic Design,20, $20.00 ,1.2,No,74%
FL250897,Erica Johnson,Female,36,United States,English,UI/UX Design,8, $50.00 ,4.3,No,90%
FL250898,Randall Barrett,Male,26,Netherlands,Dutch,Artificial Intelligence,6, $40.00 ,1.3,No,NA
FL250899,Nathan Huff,Male,21,Germany,German,UI/UX Design,3, $50.00 ,4.6,Yes,NA
FL250900,Robin Walsh,Female,39,Indonesia,Indonesian,UI/UX Design,18, $50.00 ,2.1,No,75
FL250901,Yvonne Robinson,Female,37,United States,English,Blockchain Development,18, $40.00 ,4.5,Yes,72%
FL250902,Kathleen Hendrix,Female,47,Russia,Russian,UI/UX Design,3, $40.00 ,4.4,Yes,92%
FL250903,Jennifer Baker,Female,53,Russia,Russian,Graphic Design,32, $20.00 ,0.0,No,NA
FL250904,Kim Martinez,Female,53,Argentina,Spanish,Mobile Apps,19, $20.00 ,1.3,No,NA
FL250905,Andrew Little,Male,21,India,Hindi,Data Analysis,2, $50.00 ,2.6,No,86%
FL250906,Kelly Shelton,Female,35,United Kingdom,English,Blockchain Development,0, NA ,NA,Yes,85
FL250907,Steven Duncan,Male,31,Argentina,Spanish,Machine Learning,13, $40.00 ,1.2,No,62
FL250908,Kristen Haney,Female,55,South Korea,Korean,Artificial Intelligence,2, $30.00 ,3.1,Yes,91%
FL250909,Kathy Reese,Female,59,Turkey,Turkish,Web Development,11, $75.00 ,2.3,Yes,80%
FL250910,Steven Murphy,Male,59,France,French,Cybersecurity,17, $100.00 ,4.0,Yes,72%
FL250911,William Hartman,Male,47,India,Hindi,Blockchain Development,10, $75.00 ,1.9,No,NA
FL250912,Sonya Haley,Female,53,South Africa,Afrikaans,Machine Learning,26, $75.00 ,2.4,Yes,NA
FL250913,Robert Evans,Male,49,South Africa,Afrikaans,Data Analysis,0, $30.00 ,NA,Yes,74%
FL250914,Patricia Richardson,Female,50,South Africa,Afrikaans,Mobile Apps,8, $50.00 ,3.7,Yes,82%
FL250915,Carolyn Lopez,Female,59,South Korea,Korean,Machine Learning,22, $100.00 ,1.1,Yes,85%
FL250916,Kyle Burns,Male,33,Turkey,Turkish,Data Analysis,8, $75.00 ,2.3,Yes,68%
FL250917,Margaret Garcia,Female,45,Canada,English,Web Development,22, $40.00 ,3.7,Yes,99%
FL250918,Brittany Barker,Female,36,Italy,Italian,Graphic Design,14, $30.00 ,1.9,No,62%
FL250919,Paul Campbell,Male,46,South Africa,Afrikaans,UI/UX Design,6, $30.00 ,1.5,No,NA
FL250920,Amy Morrow,Female,53,Turkey,Turkish,Graphic Design,14, $30.00 ,0.0,No,83%
FL250921,Amy Fitzgerald,Female,24,United States,English,Web Development,2, $30.00 ,3.6,No,92%
FL250922,Anita Becker,Female,49,Spain,Spanish,DevOps,4, $75.00 ,2.1,No,85%
FL250923,Mrs. Amy Brooks,Female,49,South Korea,Korean,Artificial Intelligence,4, $75.00 ,2.9,No,NA
FL250924,Lori Marshall,Female,49,South Korea,Korean,Mobile Apps,24, $100.00 ,3.6,Yes,NA
FL250925,Jennifer Miller,Female,58,Brazil,Portuguese,Blockchain Development,29, $30.00 ,3.3,Yes,89%
FL250926,Thomas Young,Male,50,South Africa,Afrikaans,UI/UX Design,13, NA ,2.5,Yes,81%
FL250927,Zachary Larsen,Male,27,South Africa,Afrikaans,DevOps,1, $100.00 ,3.7,Yes,61
FL250928,Valerie Gutierrez,Female,20,South Korea,Korean,Machine Learning,0, $30.00 ,4.6,Yes,NA
FL250929,Daniel Parker,Male,52,Russia,Russian,Blockchain Development,15, $40.00 ,0.0,Yes,92%
FL250930,Nicole Bennett,Female,22,France,French,Machine Learning,2, $30.00 ,2.0,Yes,96%
FL250931,Lauren Lowery,Female,38,Turkey,Turkish,Web Development,14, $100.00 ,1.7,No,66%
FL250932,Alexander Woodward,Male,21,Canada,English,Graphic Design,0, $100.00 ,3.0,No,64%
FL250933,Anthony Walter,Male,41,Australia,English,Artificial Intelligence,15, $40.00 ,3.4,No,100%
FL250934,Valerie Finley,Female,33,Indonesia,Indonesian,Blockchain Development,6, $40.00 ,3.2,Yes,95%
FL250935,Deborah Kelley,Female,38,Mexico,Spanish,Mobile Apps,11, NA ,2.8,No,91
FL250936,Kristina Miller,Female,26,Russia,Russian,DevOps,8, $20.00 ,4.1,Yes,82%
FL250937,Anne Hampton,Female,43,Netherlands,Dutch,Artificial Intelligence,3, $20.00 ,0.0,Yes,95%
FL250938,Sandra Henry,Female,21,Italy,Italian,Cybersecurity,0, NA ,0.0,Yes,95%
FL250939,Tony Hester,Male,47,South Korea,Korean,Mobile Apps,7, $30.00 ,NA,No,69
FL250940,Nathan Davis,Male,35,Spain,Spanish,Graphic Design,6, $40.00 ,NA,Yes,91%
FL250941,Erica Jackson,Female,37,Indonesia,Indonesian,Mobile Apps,9, $30.00 ,2.7,Yes,NA
FL250942,Nancy Glover,Female,38,Brazil,Portuguese,Artificial Intelligence,15, $40.00 ,4.0,No,62%
FL250943,Richard Sanchez,Male,40,Canada,English,Data Analysis,20, $20.00 ,2.5,No,81%
FL250944,Savannah Reid,Female,46,Brazil,Portuguese,Data Analysis,16, $75.00 ,0.0,Yes,94%
FL250945,Robert Salazar,Male,56,Egypt,Arabic,DevOps,22, $30.00 ,NA,Yes,95%
FL250946,Hector Greer,Male,24,Turkey,Turkish,Graphic Design,2, NA ,1.6,Yes,100%
FL250947,Thomas Jackson,Male,41,Mexico,Spanish,Artificial Intelligence,1, $75.00 ,0.0,Yes,94%
FL250948,Tina Clark,Female,38,Turkey,Turkish,Mobile Apps,8, $30.00 ,4.0,Yes,92%
FL250949,Heather Brown,Female,28,France,French,DevOps,8, $50.00 ,2.5,Yes,95%
FL250950,John Weaver,Male,25,Brazil,Portuguese,DevOps,7, $20.00 ,3.8,No,97%
FL250951,Bradley Harris,Male,41,United Kingdom,English,DevOps,8, $50.00 ,4.8,No,75%
FL250952,Cassandra Macdonald,Female,45,Mexico,Spanish,Data Analysis,6, $40.00 ,2.0,Yes,78%
FL250953,Matthew White,Male,47,Turkey,Turkish,DevOps,16, $100.00 ,3.3,No,65%
FL250954,Miss Kimberly Marshall,Female,59,United Kingdom,English,Data Analysis,40, $40.00 ,2.5,Yes,70
FL250955,Laura Thompson,Female,25,Canada,English,Blockchain Development,6, $100.00 ,NA,Yes,78
FL250956,Nathan Soto,Male,27,Australia,English,Web Development,3, $50.00 ,NA,Yes,96%
FL250957,Rhonda Hines,Female,57,Australia,English,Artificial Intelligence,5, $100.00 ,0.0,Yes,80%
FL250958,Gabrielle Bowman,Female,34,Turkey,Turkish,UI/UX Design,12, $20.00 ,1.6,Yes,64%
FL250959,Julian Edwards,Male,55,France,French,UI/UX Design,33, $50.00 ,0.0,No,92%
FL250960,Nicholas Scott,Male,21,Egypt,Arabic,Blockchain Development,1, $100.00 ,0.0,Yes,NA
FL250961,Daniel Green,Male,53,Netherlands,Dutch,DevOps,27, $20.00 ,4.7,Yes,71
FL250962,Catherine Johnston,Female,21,Germany,German,UI/UX Design,1, $100.00 ,0.0,Yes,95%
FL250963,Brenda Koch,Female,36,Brazil,Portuguese,Web Development,0, $20.00 ,4.1,No,86%
FL250964,Mr. Robert Meza,Male,40,Germany,German,Artificial Intelligence,2, $30.00 ,1.3,Yes,77%
FL250965,Latoya Brown,Female,59,United Kingdom,English,UI/UX Design,40, $100.00 ,2.6,No,NA
FL250966,David Osborne Iii,Male,45,Netherlands,Dutch,Cybersecurity,4, $20.00 ,2.7,No,72%
FL250967,David Hooper,Male,44,South Korea,Korean,Machine Learning,9, $40.00 ,NA,No,70%
FL250968,Sarah Miller,Female,36,United Kingdom,English,Cybersecurity,13, $30.00 ,3.6,No,86%
FL250969,Lisa Werner Md,Female,26,India,Hindi,Graphic Design,1, $75.00 ,3.0,Yes,NA
FL250970,Eric Jimenez,Male,49,India,Hindi,Web Development,1, NA ,0.0,No,82%
FL250971,Jay Bush,Male,29,France,French,Mobile Apps,3, $40.00 ,0.0,Yes,81%
FL250972,Johnny Rice,Male,32,France,French,Graphic Design,1, $40.00 ,3.1,Yes,76%
FL250973,Matthew Strong,Male,24,Indonesia,Indonesian,Blockchain Development,3, $30.00 ,3.9,No,90%
FL250974,Mark Chandler,Male,35,South Korea,Korean,DevOps,14, $30.00 ,1.6,Yes,67%
FL250975,Crystal Brown,Female,43,Spain,Spanish,Blockchain Development,2, NA ,1.8,Yes,61%
FL250976,Timothy Barton,Male,53,South Korea,Korean,Machine Learning,27, $100.00 ,3.7,Yes,73%
FL250977,Lisa Hickman,Female,38,Russia,Russian,DevOps,7, $75.00 ,NA,No,NA
FL250978,Alan Mendoza,Male,57,United Kingdom,English,Cybersecurity,29, $75.00 ,4.1,No,90%
FL250979,Jason Sanders,Male,27,China,Mandarin,Blockchain Development,5, $75.00 ,1.4,Yes,64%
FL250980,Charles Dean,Male,43,Argentina,Spanish,Web Development,2, $100.00 ,1.1,Yes,63%
FL250981,Blake Newton,Male,48,Canada,English,Data Analysis,18, $40.00 ,3.9,No,NA
FL250982,David Gonzalez,Male,26,Brazil,Portuguese,Cybersecurity,8, $20.00 ,3.6,No,67%
FL250983,Cindy Williams,Female,41,South Africa,Afrikaans,Graphic Design,0, $40.00 ,0.0,Yes,97%
FL250984,Laura Wong Dds,Female,50,Italy,Italian,Data Analysis,16, $75.00 ,4.5,No,69
FL250985,Robert Moran,Male,48,South Africa,Afrikaans,Web Development,8, $50.00 ,NA,Yes,73%
FL250986,Bradley Wu,Male,60,Spain,Spanish,Blockchain Development,39, $20.00 ,1.4,Yes,86%
FL250987,Daniel Thomas,Male,26,Egypt,Arabic,Machine Learning,0, $50.00 ,0.0,Yes,81
FL250988,Michelle Peterson,Female,35,South Korea,Korean,Graphic Design,16, $100.00 ,4.3,Yes,74%
FL250989,Seth Thomas,Male,23,United States,English,Blockchain Development,4, $100.00 ,2.2,Yes,64
FL250990,Evan Ramos,Male,37,Australia,English,Graphic Design,4, $75.00 ,3.2,No,76%
FL250991,Michelle Solis,Female,21,Argentina,Spanish,Artificial Intelligence,2, $100.00 ,3.7,Yes,73
FL250992,Charlotte Taylor,Female,58,Germany,German,UI/UX Design,37, $50.00 ,4.9,No,69%
FL250993,Sandra Preston,Female,52,Indonesia,Indonesian,Mobile Apps,32, $75.00 ,3.2,No,79%
FL250994,Jim Weiss,Male,46,Russia,Russian,Mobile Apps,8, $20.00 ,2.2,No,89
FL250995,Jennifer Hinton,Female,34,South Africa,Afrikaans,DevOps,8, $30.00 ,3.9,Yes,95%
FL250996,Albert Wilcox,Male,56,Turkey,Turkish,DevOps,13, $100.00 ,0.0,Yes,68%
FL250997,Cheryl Norris,Female,26,Germany,German,Blockchain Development,6, $40.00 ,2.8,No,82
FL250998,Kathy Watkins,Female,37,Japan,Japanese,Data Analysis,15, $75.00 ,NA,No,94%
FL250999,John Obrien,Male,46,Russia,Russian,Machine Learning,22, $100.00 ,2.8,Yes,97
FL251000,Dawn Green,Female,36,Mexico,Spanish,UI/UX Design,18, $20.00 ,1.7,Yes,72
